id,lat,long,State
2149,40.7335,-74.0079,NY
2150,40.7402,-74.0092,NY
2151,40.8171,-73.8991,NY
2152,40.7409,-74.0075,NY
2153,40.6858,-73.9923,NY
2154,40.6955,-73.994,NY
2155,40.8632,-73.9007,NY
2156,40.6403,-73.9963,NY
2157,40.7221,-73.8389,NY
2158,40.7642,-73.9847,NY
2159,40.7437,-73.9733,NY
2160,40.6784,-74.0001,NY
2161,40.7542,-73.9846,NY
2162,40.7339,-73.9928,NY
2163,40.7183,-73.9306,NY
2164,40.7544,-73.9205,NY
2165,40.6892,-73.9313,NY
2166,40.6707,-73.958,NY
2167,40.7268,-73.989,NY
2168,40.7237,-73.9836,NY
2169,40.737,-73.9865,NY
2170,40.7192,-74.0021,NY
2171,40.6661,-73.785,NY
2172,40.7722,-73.9544,NY
2173,40.8207,-73.9069,NY
2174,40.7627,-73.9712,NY
2175,40.8244,-73.8939,NY
2176,40.7611,-73.9869,NY
2177,40.7559,-73.9787,NY
2178,40.7701,-73.9908,NY
2179,40.7479,-73.9929,NY
2180,40.7537,-73.9849,NY
2181,40.7416,-73.9811,NY
2182,40.7707,-73.98,NY
2183,40.8229,-73.9421,NY
2184,40.715,-73.8285,NY
2185,40.6866,-73.9235,NY
2186,40.844,-73.8883,NY
2187,40.8782,-73.8281,NY
2188,40.7445,-73.973,NY
2189,40.7686,-73.9698,NY
2190,40.7539,-73.9683,NY
2191,40.7784,-73.9585,NY
2192,40.666,-73.8058,NY
2193,40.6993,-73.9939,NY
2194,40.6995,-73.811,NY
2195,40.7601,-73.9788,NY
2196,40.7603,-73.9756,NY
2197,40.5789,-73.8367,NY
2198,40.7314,-73.9001,NY
2199,40.7669,-73.9214,NY
2200,40.8248,-73.9386,NY
2201,40.694,-73.9943,NY
2202,40.7419,-73.9498,NY
2203,40.6483,-73.9714,NY
2204,40.5965,-73.9079,NY
2205,40.7223,-73.9971,NY
2206,40.7878,-73.9787,NY
2207,40.7464,-73.9776,NY
2208,40.7535,-73.9379,NY
2209,40.7621,-73.9974,NY
2210,40.7872,-73.9679,NY
2211,40.8106,-73.9583,NY
2212,40.7478,-74.0005,NY
2213,40.7629,-73.9837,NY
2214,40.8711,-73.9176,NY
2215,40.716,-74.0047,NY
2216,40.7202,-73.9816,NY
2217,40.7193,-73.9973,NY
2218,40.7581,-73.9754,NY
2219,40.7546,-73.9737,NY
2220,40.7105,-73.9655,NY
2221,40.7727,-73.9089,NY
2222,40.6712,-73.9263,NY
2223,40.7864,-73.9801,NY
2224,40.7678,-73.9619,NY
2225,40.7653,-73.9913,NY
2226,40.715,-74.0066,NY
2227,40.8283,-73.9491,NY
2228,40.7878,-73.9752,NY
2229,40.7711,-73.968,NY
